id,created_on,updated_on,provider,source,foreign_identifier,foreign_landing_url,url,thumbnail,width,height,filesize,license,license_version,creator,creator_url,title,tags_list,last_synced_with_source,removed_from_source,meta_data,view_count,tags,watermarked,identifier
62435213,2018-11-08 01:45:17.652714+00,2018-11-08 01:45:17.652714+00,flickr,flickr,2364587616,www.flickr.com/photos/46989857@N00/2364587616,https://farm3.staticflickr.com/2328/2364587616_76c1ab56fa_b.jpg,https://farm3.staticflickr.com/2328/2364587616_76c1ab56fa_t.jpg,1024,768,,by-nc-sa,2.0,brycej,www.flickr.com/photos/46989857@N00,This Bell space is awesome,,2018-11-08 01:45:17.652714+00,f,"{""pub_date"": ""1206554310"", ""date_taken"": ""2008-03-25 06:07:08""}",0,"[{""name"": ""visthinktoronto6"", ""provider"": ""flickr""}, {""name"": ""visthink"", ""provider"": ""flickr""}]",f,03c6ffaf-8774-47c1-b122-6f14f186d603
62435214,2018-11-08 01:45:17.652714+00,2018-11-08 01:45:17.652714+00,flickr,flickr,2364558626,www.flickr.com/photos/25036726@N07/2364558626,https://farm3.staticflickr.com/2306/2364558626_63893cf237_b.jpg,https://farm3.staticflickr.com/2306/2364558626_63893cf237_t.jpg,1024,768,,by-nc-sa,2.0,Brett Hodnett,www.flickr.com/photos/25036726@N07,Picture 056,,2018-11-08 01:45:17.652714+00,f,"{""pub_date"": ""1206553398"", ""date_taken"": ""2008-02-17 09:14:58""}",0,"[{""name"": ""rome"", ""provider"": ""flickr""}]",f,4fe7f298-add5-4f14-a1a3-b7a8fb49b177
62435215,2018-11-08 01:45:17.652714+00,2018-11-08 01:45:17.652714+00,flickr,flickr,2363788751,www.flickr.com/photos/68574102@N00/2363788751,https://farm3.staticflickr.com/2053/2363788751_bc025ab029_b.jpg,https://farm3.staticflickr.com/2053/2363788751_bc025ab029_t.jpg,1024,680,,by-nd,2.0,Corey Ann,www.flickr.com/photos/68574102@N00,It DOES Exist!,,2018-11-08 01:45:17.652714+00,f,"{""pub_date"": ""1206555372"", ""date_taken"": ""2008-03-12 15:33:04"", ""description"": ""And the food was damn good!""}",0,"[{""name"": ""route66"", ""provider"": ""flickr""}, {""name"": ""arizona"", ""provider"": ""flickr""}, {""name"": ""roadkillcafe"", ""provider"": ""flickr""}, {""name"": ""66"", ""provider"": ""flickr""}, {""name"": ""wildwest"", ""provider"": ""flickr""}, {""name"": ""desert"", ""provider"": ""flickr""}]",f,4fc33dbe-65d9-4550-80c1-17a46dd9f513
62435216,2018-11-08 01:45:17.652714+00,2018-11-08 01:45:17.652714+00,flickr,flickr,2364696520,www.flickr.com/photos/7427081@N05/2364696520,https://farm3.staticflickr.com/2235/2364696520_1d78b35d96.jpg,https://farm3.staticflickr.com/2235/2364696520_1d78b35d96_t.jpg,375,500,,by-nc-sa,2.0,Laparroquia,www.flickr.com/photos/7427081@N05,Pascua 2007 El Rasillo087.JPG,,2018-11-08 01:45:17.652714+00,f,"{""pub_date"": ""1206557539"", ""date_taken"": ""2007-04-05 21:04:44""}",0,"[{""name"": ""cameros"", ""provider"": ""flickr""}, {""name"": ""rasillo"", ""provider"": ""flickr""}, {""name"": ""semanasanta"", ""provider"": ""flickr""}, {""name"": ""pascua"", ""provider"": ""flickr""}, {""name"": ""acci\\xf3ncat\\xf3lica"", ""provider"": ""flickr""}, {""name"": ""larioja"", ""provider"": ""flickr""}, {""name"": ""elrasillo"", ""provider"": ""flickr""}]",f,3ce276db-d129-4a54-bd94-def7bb73ed10
62435217,2018-11-08 01:45:17.652714+00,2018-11-08 01:45:17.652714+00,flickr,flickr,2363848873,www.flickr.com/photos/18848639@N04/2363848873,https://farm4.staticflickr.com/3176/2363848873_b2fd068a93_b.jpg,https://farm4.staticflickr.com/3176/2363848873_b2fd068a93_t.jpg,768,1024,,by-nc,2.0,Three-Legged-Cat,www.flickr.com/photos/18848639@N04,The Star,,2018-11-08 01:45:17.652714+00,f,"{""pub_date"": ""1206557104"", ""date_taken"": ""2008-03-26 18:35:51"", ""description"": ""A front page from The Star, Sheffield's local paper.""}",0,"[{""name"": ""newspaper"", ""provider"": ""flickr""}, {""name"": ""sheffield"", ""provider"": ""flickr""}, {""name"": ""star"", ""provider"": ""flickr""}]",f,59afa996-e946-4174-a47d-e2f5718b9b48
62435218,2018-11-08 01:45:17.652714+00,2018-11-08 01:45:17.652714+00,flickr,flickr,2364680062,www.flickr.com/photos/86097443@N00/2364680062,https://farm3.staticflickr.com/2139/2364680062_186e6801d5.jpg,https://farm3.staticflickr.com/2139/2364680062_186e6801d5_t.jpg,500,375,,by-nc-sa,2.0,jtrant,www.flickr.com/photos/86097443@N00,jt-2007-09-24_19-26-11,,2018-11-08 01:45:17.652714+00,f,"{""pub_date"": ""1206557072"", ""date_taken"": ""2007-09-19 14:36:56"", ""description"": ""the 'online area'; foyer outside Frontenac, between Registration and the Exhibit Hall""}",0,"[{""name"": ""mw2008"", ""provider"": ""flickr""}, {""name"": ""montreal"", ""provider"": ""flickr""}]",f,0cd45f92-0328-4e02-9250-878dde9d1c04
62435219,2018-11-08 01:45:17.652714+00,2018-11-08 01:45:17.652714+00,flickr,flickr,2364763832,www.flickr.com/photos/23679128@N04/2364763832,https://farm3.staticflickr.com/2137/2364763832_5c649e37de_b.jpg,https://farm3.staticflickr.com/2137/2364763832_5c649e37de_t.jpg,1024,683,,by-nc-nd,2.0,educausestaff,www.flickr.com/photos/23679128@N04,NERCOMP,,2018-11-08 01:45:17.652714+00,f,"{""pub_date"": ""1206559581"", ""date_taken"": ""2008-03-11 18:36:40"", ""description"": ""NERCOMP\\nMARCH 10-12, 2008\\nRhode Island Convention Center\\nProvidence, Rhode Island\\nEDUCAUSE_NC08""}",0,"[{""name"": ""providence"", ""provider"": ""flickr""}, {""name"": ""educausenc08"", ""provider"": ""flickr""}, {""name"": ""ri"", ""provider"": ""flickr""}, {""name"": ""usa"", ""provider"": ""flickr""}, {""name"": ""nercomp"", ""provider"": ""flickr""}]",f,1d0837aa-70fd-4dcf-a9fd-28d2ea9d6ca4
62435220,2018-11-08 01:45:17.652714+00,2018-11-08 01:45:17.652714+00,flickr,flickr,2363923601,www.flickr.com/photos/9808711@N04/2363923601,https://farm3.staticflickr.com/2316/2363923601_75b13e2aa1_b.jpg,https://farm3.staticflickr.com/2316/2363923601_75b13e2aa1_t.jpg,1024,731,,by-nc-sa,2.0,mikesm,www.flickr.com/photos/9808711@N04,IMGP1666,,2018-11-08 01:45:17.652714+00,f,"{""pub_date"": ""1206559365"", ""date_taken"": ""2008-03-24 11:31:16"", ""description"": ""sheffield general cemetery""}",0,"[{""name"": ""photoshop"", ""provider"": ""flickr""}, {""name"": ""netheredge"", ""provider"": ""flickr""}, {""name"": ""sheffieldgeneralcemetery"", ""provider"": ""flickr""}, {""name"": ""sheffield"", ""provider"": ""flickr""}]",f,27a71ed1-a43b-455f-a038-ab869b6dad4a
62435482,2018-11-08 01:45:17.652714+00,2018-11-08 01:45:17.652714+00,flickr,flickr,2371929095,www.flickr.com/photos/35269053@N00/2371929095,https://farm3.staticflickr.com/2310/2371929095_c129d59664_b.jpg,https://farm3.staticflickr.com/2310/2371929095_c129d59664_t.jpg,1024,768,,by-nc-sa,2.0,Jonah Horowitz,www.flickr.com/photos/35269053@N00,DSC00036,,2018-11-08 01:45:17.652714+00,f,"{""pub_date"": ""1206839810"", ""date_taken"": ""2008-03-29 16:17:30""}",0,"[{""name"": ""barbara"", ""provider"": ""flickr""}]",f,4a9dd791-1256-485a-965a-c06e9b923a9f
62435221,2018-11-08 01:45:17.652714+00,2018-11-08 01:45:17.652714+00,flickr,flickr,2363922393,www.flickr.com/photos/97189192@N00/2363922393,https://farm4.staticflickr.com/3185/2363922393_9a64e8d8ea.jpg,https://farm4.staticflickr.com/3185/2363922393_9a64e8d8ea_t.jpg,375,500,,by-sa,2.0,isapisa,www.flickr.com/photos/97189192@N00,Piazza Venezia,,2018-11-08 01:45:17.652714+00,f,"{""pub_date"": ""1206559330"", ""date_taken"": ""2008-03-20 16:12:38""}",0,"[{""name"": ""italy"", ""provider"": ""flickr""}, {""name"": ""march08"", ""provider"": ""flickr""}, {""name"": ""colosseo"", ""provider"": ""flickr""}, {""name"": ""vatican"", ""provider"": ""flickr""}, {""name"": ""forumroma"", ""provider"": ""flickr""}, {""name"": ""palatin"", ""provider"": ""flickr""}, {""name"": ""roma"", ""provider"": ""flickr""}, {""name"": ""trevifountain"", ""provider"": ""flickr""}]",f,fb4a0a70-14bf-4e7e-93b9-b7880b0e7984
62435222,2018-11-08 01:45:17.652714+00,2018-11-08 01:45:17.652714+00,flickr,flickr,2364788664,www.flickr.com/photos/9808711@N04/2364788664,https://farm3.staticflickr.com/2218/2364788664_a9aceb586d_b.jpg,https://farm3.staticflickr.com/2218/2364788664_a9aceb586d_t.jpg,1024,731,,by-nc-sa,2.0,mikesm,www.flickr.com/photos/9808711@N04,IMGP1696,,2018-11-08 01:45:17.652714+00,f,"{""pub_date"": ""1206560329"", ""date_taken"": ""2008-03-24 12:16:50"", ""description"": ""sheffield botanical gardens""}",0,"[{""name"": ""botanicalgardens"", ""provider"": ""flickr""}, {""name"": ""photoshop"", ""provider"": ""flickr""}, {""name"": ""2008"", ""provider"": ""flickr""}, {""name"": ""sheffield"", ""provider"": ""flickr""}]",f,eee56d32-a775-4ae1-b9a3-55816335faae
62435223,2018-11-08 01:45:17.652714+00,2018-11-08 01:45:17.652714+00,flickr,flickr,2364779538,www.flickr.com/photos/25966716@N00/2364779538,https://farm3.staticflickr.com/2351/2364779538_18ced4e1d6.jpg,https://farm3.staticflickr.com/2351/2364779538_18ced4e1d6_t.jpg,500,333,,by-sa,2.0,anirbanbiswas_c8,www.flickr.com/photos/25966716@N00,rose1,,2018-11-08 01:45:17.652714+00,f,"{""pub_date"": ""1206560058"", ""date_taken"": ""2008-03-23 16:23:12"", ""description"": ""My first Macros""}",0,"[{""name"": ""rose"", ""provider"": ""flickr""}, {""name"": ""flower"", ""provider"": ""flickr""}]",f,e9358985-96bb-42fc-aa78-749f2013bfbb
62435224,2018-11-08 01:45:17.652714+00,2018-11-08 01:45:17.652714+00,flickr,flickr,2364829672,www.flickr.com/photos/7945858@N08/2364829672,https://farm3.staticflickr.com/2015/2364829672_9cc5638719_b.jpg,https://farm3.staticflickr.com/2015/2364829672_9cc5638719_t.jpg,684,1024,,by-nc-sa,2.0,diffendale,www.flickr.com/photos/7945858@N08,Etruscan funerary head,,2018-11-08 01:45:17.652714+00,f,"{""pub_date"": ""1206561529"", ""date_taken"": ""2005-09-04 10:02:05"", ""description"": ""From the Crocifisso del Tufo necropolis, Orvieto""}",0,"[{""name"": ""pleiades:findspot=413373"", ""provider"": ""flickr""}, {""name"": ""helmet"", ""provider"": ""flickr""}, {""name"": ""italy"", ""provider"": ""flickr""}, {""name"": ""orvieto"", ""provider"": ""flickr""}, {""name"": ""museum"", ""provider"": ""flickr""}, {""name"": ""etrusco"", ""provider"": ""flickr""}, {""name"": ""archeologico"", ""provider"": ""flickr""}, {""name"": ""umbria"", ""provider"": ""flickr""}, {""name"": ""museo"", ""provider"": ""flickr""}, {""name"": ""civico"", ""provider"": ""flickr""}, {""name"": ""crocifisso"", ""provider"": ""flickr""}, {""name"": ""del"", ""provider"": ""flickr""}, {""name"": ""necropolis"", ""provider"": ""flickr""}, {""name"": ""italia"", ""provider"": ""flickr""}, {""name"": ""tombstone"", ""provider"": ""flickr""}, {""name"": ""etruscan"", ""provider"": ""flickr""}, {""name"": ""tufo"", ""provider"": ""flickr""}, {""name"": ""archaeology"", ""provider"": ""flickr""}, {""name"": ""stele"", ""provider"": ""flickr""}]",f,0960bbe6-4408-4f05-851b-101bf8bbfbc2
62435225,2018-11-08 01:45:17.652714+00,2018-11-08 01:45:17.652714+00,flickr,flickr,2364846054,www.flickr.com/photos/23101533@N04/2364846054,https://farm3.staticflickr.com/2287/2364846054_cd115666ed_b.jpg,https://farm3.staticflickr.com/2287/2364846054_cd115666ed_t.jpg,1024,768,,by,2.0,senderweb,www.flickr.com/photos/23101533@N04,Maarup Kirke in Bremen,,2018-11-08 01:45:17.652714+00,f,"{""pub_date"": ""1206562013"", ""date_taken"": ""2008-03-25 19:46:57""}",0,"[{""name"": ""maarup"", ""provider"": ""flickr""}, {""name"": ""lonstrup"", ""provider"": ""flickr""}, {""name"": ""nothing"", ""provider"": ""flickr""}, {""name"": ""senderweb"", ""provider"": ""flickr""}, {""name"": ""danmark"", ""provider"": ""flickr""}, {""name"": ""nordjylland"", ""provider"": ""flickr""}, {""name"": ""friedhof"", ""provider"": ""flickr""}, {""name"": ""bremen"", ""provider"": ""flickr""}, {""name"": ""m\\xe5rup"", ""provider"": ""flickr""}, {""name"": ""northsea"", ""provider"": ""flickr""}, {""name"": ""kirkegard"", ""provider"": ""flickr""}, {""name"": ""kirke"", ""provider"": ""flickr""}, {""name"": ""bremenblumenthal"", ""provider"": ""flickr""}, {""name"": ""bilder"", ""provider"": ""flickr""}, {""name"": ""graveyard"", ""provider"": ""flickr""}, {""name"": ""cemetary"", ""provider"": ""flickr""}, {""name"": ""denamrk"", ""provider"": ""flickr""}, {""name"": ""blumenthal"", ""provider"": ""flickr""}, {""name"": ""jutland"", ""provider"": ""flickr""}, {""name"": ""bremennord"", ""provider"": ""flickr""}]",f,ee783ce2-ac65-4f84-a066-37bb47d8532b
62435226,2018-11-08 01:45:17.652714+00,2018-11-08 01:45:17.652714+00,flickr,flickr,2364024753,www.flickr.com/photos/7757923@N02/2364024753,https://farm3.staticflickr.com/2056/2364024753_82cf5d6ed8_b.jpg,https://farm3.staticflickr.com/2056/2364024753_82cf5d6ed8_t.jpg,1024,683,,by-nc,2.0,joeTheRealtor,www.flickr.com/photos/7757923@N02,feb 21 08 099,,2018-11-08 01:45:17.652714+00,f,"{""pub_date"": ""1206562340"", ""date_taken"": ""2006-01-05 10:37:13""}",0,{},f,76341e50-1c22-4611-95eb-ca69d1c9cf1f
62435227,2018-11-08 01:45:17.652714+00,2018-11-08 01:45:17.652714+00,flickr,flickr,2364024035,www.flickr.com/photos/62689545@N00/2364024035,https://farm3.staticflickr.com/2374/2364024035_5b83b25064_b.jpg,https://farm3.staticflickr.com/2374/2364024035_5b83b25064_t.jpg,768,1024,,by-nc-nd,2.0,HapH,www.flickr.com/photos/62689545@N00,Arrival,,2018-11-08 01:45:17.652714+00,f,"{""pub_date"": ""1206562319"", ""date_taken"": ""2008-02-14 17:18:37""}",0,{},f,16c00957-237f-491b-9d17-b9d0b046c441
