39665-9	https://www.metmuseum.org/art/collection/search/39665	https://images.metmuseum.org/CRDImages/as/original/DP279216.jpg	https://images.metmuseum.org/CRDImages/as/web-additional/DP279216.jpg	\N	\N	\N	CC0	1.0	Tosa Mitsuyoshi	\N	Scenes from The Tale of Genji: “The Royal Outing,” “Ukifune,” and “The Gatehouse”	{"accession_number": "55.94.1, .2", "classification": "Screens", "culture": "Japan", "date": "mid-16th\u2013early 17th century", "medium": "Pair of four-panel folding screens; ink, color, and gold leaf on paper", "credit_line": "Fletcher Fund, 1955", "set": "https://www.metmuseum.org/art/collection/search/39665"}	\N	f	met	met
39665-10	https://www.metmuseum.org/art/collection/search/39665	https://images.metmuseum.org/CRDImages/as/original/DT237407.jpg	https://images.metmuseum.org/CRDImages/as/web-additional/DT237407.jpg	\N	\N	\N	CC0	1.0	Tosa Mitsuyoshi	\N	Scenes from The Tale of Genji: “The Royal Outing,” “Ukifune,” and “The Gatehouse”	{"accession_number": "55.94.1, .2", "classification": "Screens", "culture": "Japan", "date": "mid-16th\u2013early 17th century", "medium": "Pair of four-panel folding screens; ink, color, and gold leaf on paper", "credit_line": "Fletcher Fund, 1955", "set": "https://www.metmuseum.org/art/collection/search/39665"}	\N	f	met	met
49109	https://www.metmuseum.org/art/collection/search/49109	https://images.metmuseum.org/CRDImages/as/original/DP338626.jpg	https://images.metmuseum.org/CRDImages/as/web-additional/DP338626.jpg	\N	\N	\N	CC0	1.0		\N	Nyoirin Kannon	{"accession_number": "56.39", "classification": "Sculpture", "culture": "Japan", "date": "dated 1693", "medium": "Wood with gold, gold leaf, lacquer,and crystal inlay", "credit_line": "Rogers Fund, 1956", "set": "https://www.metmuseum.org/art/collection/search/49109"}	\N	f	met	met
49109-1	https://www.metmuseum.org/art/collection/search/49109	https://images.metmuseum.org/CRDImages/as/original/56_39_161057.jpg	https://images.metmuseum.org/CRDImages/as/web-additional/56_39_161057.jpg	\N	\N	\N	CC0	1.0		\N	Nyoirin Kannon	{"accession_number": "56.39", "classification": "Sculpture", "culture": "Japan", "date": "dated 1693", "medium": "Wood with gold, gold leaf, lacquer,and crystal inlay", "credit_line": "Rogers Fund, 1956", "set": "https://www.metmuseum.org/art/collection/search/49109"}	\N	f	met	met
53002	https://www.metmuseum.org/art/collection/search/53002	https://images.metmuseum.org/CRDImages/as/original/LC-2015_300_271_001.jpg	https://images.metmuseum.org/CRDImages/as/web-additional/LC-2015_300_271_001.jpg	\N	\N	\N	CC0	1.0		\N	Shino Teabowl with Bridge and House, known as “Bridge of the Gods” (Shinkyō)	{"accession_number": "2015.300.271", "classification": "Ceramics", "culture": "Japan", "date": "late 16th century", "medium": "Glazed stoneware with design painted in iron oxide (Mino ware, Shino type)", "credit_line": "Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015", "set": "https://www.metmuseum.org/art/collection/search/53002"}	\N	f	met	met
53002-1	https://www.metmuseum.org/art/collection/search/53002	https://images.metmuseum.org/CRDImages/as/original/LC-2015_300_271_002.jpg	https://images.metmuseum.org/CRDImages/as/web-additional/LC-2015_300_271_002.jpg	\N	\N	\N	CC0	1.0		\N	Shino Teabowl with Bridge and House, known as “Bridge of the Gods” (Shinkyō)	{"accession_number": "2015.300.271", "classification": "Ceramics", "culture": "Japan", "date": "late 16th century", "medium": "Glazed stoneware with design painted in iron oxide (Mino ware, Shino type)", "credit_line": "Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015", "set": "https://www.metmuseum.org/art/collection/search/53002"}	\N	f	met	met
53002-2	https://www.metmuseum.org/art/collection/search/53002	https://images.metmuseum.org/CRDImages/as/original/DP369059.jpg	https://images.metmuseum.org/CRDImages/as/web-additional/DP369059.jpg	\N	\N	\N	CC0	1.0		\N	Shino Teabowl with Bridge and House, known as “Bridge of the Gods” (Shinkyō)	{"accession_number": "2015.300.271", "classification": "Ceramics", "culture": "Japan", "date": "late 16th century", "medium": "Glazed stoneware with design painted in iron oxide (Mino ware, Shino type)", "credit_line": "Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015", "set": "https://www.metmuseum.org/art/collection/search/53002"}	\N	f	met	met
53002-3	https://www.metmuseum.org/art/collection/search/53002	https://images.metmuseum.org/CRDImages/as/original/DP369060.jpg	https://images.metmuseum.org/CRDImages/as/web-additional/DP369060.jpg	\N	\N	\N	CC0	1.0		\N	Shino Teabowl with Bridge and House, known as “Bridge of the Gods” (Shinkyō)	{"accession_number": "2015.300.271", "classification": "Ceramics", "culture": "Japan", "date": "late 16th century", "medium": "Glazed stoneware with design painted in iron oxide (Mino ware, Shino type)", "credit_line": "Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015", "set": "https://www.metmuseum.org/art/collection/search/53002"}	\N	f	met	met
53002-4	https://www.metmuseum.org/art/collection/search/53002	https://images.metmuseum.org/CRDImages/as/original/DP369061.jpg	https://images.metmuseum.org/CRDImages/as/web-additional/DP369061.jpg	\N	\N	\N	CC0	1.0		\N	Shino Teabowl with Bridge and House, known as “Bridge of the Gods” (Shinkyō)	{"accession_number": "2015.300.271", "classification": "Ceramics", "culture": "Japan", "date": "late 16th century", "medium": "Glazed stoneware with design painted in iron oxide (Mino ware, Shino type)", "credit_line": "Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015", "set": "https://www.metmuseum.org/art/collection/search/53002"}	\N	f	met	met
53002-5	https://www.metmuseum.org/art/collection/search/53002	https://images.metmuseum.org/CRDImages/as/original/DP369062.jpg	https://images.metmuseum.org/CRDImages/as/web-additional/DP369062.jpg	\N	\N	\N	CC0	1.0		\N	Shino Teabowl with Bridge and House, known as “Bridge of the Gods” (Shinkyō)	{"accession_number": "2015.300.271", "classification": "Ceramics", "culture": "Japan", "date": "late 16th century", "medium": "Glazed stoneware with design painted in iron oxide (Mino ware, Shino type)", "credit_line": "Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015", "set": "https://www.metmuseum.org/art/collection/search/53002"}	\N	f	met	met
53002-6	https://www.metmuseum.org/art/collection/search/53002	https://images.metmuseum.org/CRDImages/as/original/DP369064.jpg	https://images.metmuseum.org/CRDImages/as/web-additional/DP369064.jpg	\N	\N	\N	CC0	1.0		\N	Shino Teabowl with Bridge and House, known as “Bridge of the Gods” (Shinkyō)	{"accession_number": "2015.300.271", "classification": "Ceramics", "culture": "Japan", "date": "late 16th century", "medium": "Glazed stoneware with design painted in iron oxide (Mino ware, Shino type)", "credit_line": "Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015", "set": "https://www.metmuseum.org/art/collection/search/53002"}	\N	f	met	met
