identifier,normalized_popularity
4c8d1cc3-a7ed-45a6-bad3-c88afc61e443,72.59263639761019
051b4dc7-900b-4fc3-9281-adbbde986cf6,77.67946431986368
39c0de9d-230c-4b67-9949-9b4477615ba4,23.587024181894833
18452f16-cb2d-4c8a-8cc2-43f207d1822b,91.6901787230371
b02af401-332b-42bd-a36d-8bd11cb6377a,23.057191268715492
4c34f55e-cb10-4466-b3b8-ab37afac9a24,20.33127263484362
4899b9e7-740c-4d48-9694-4d21a53b7a49,10.938288455754119
1bc45805-d569-4be5-978c-59e31ea9c458,76.25163245238765
b0d7e8b0-7b2a-48f1-a513-9f3ff984481f,28.836528788336746
eb261b4e-7d84-4106-bc83-7a8f0f230d41,32.85919899536359
77d65225-b53e-46a9-b615-197aed36bbaf,66.34283201671741
da4f718c-84b0-423e-9a42-32c4beb53b0c,24.866518121255343
6d3c844e-6850-4f28-a4c4-082a33d800bb,61.960647578678916
b1edae0f-51d7-448b-9e00-518eb4ebacdd,79.54494693316295
1ee7b600-2f54-4d05-b54e-744286935c8d,2.6325008619320522
5ae08ea2-f0b8-4113-a94d-ec3f03cf0641,29.353940989179794
d6d710fd-3bf1-478a-a22e-7be452f2a47e,42.01795630452928
8fa18569-b6cb-4cb6-ba10-e1602769ce4c,63.262672856500544
42c7fce0-2e0a-4530-a5ff-d5ab6300275b,31.83477395318326
591be45f-b71d-41af-b00f-c9185477c363,80.58762183319591
11ffdf00-6d2e-49e1-ae26-c90c48f25ed0,86.07897204284856
23ba8dd3-bb2f-49a8-863a-7f9fb684fd2b,36.628613285066955
bbce710c-f1e1-4b9f-9e89-3e9c711c33b1,81.01644411121873
e873c870-22ba-40cb-8b64-bd1e678c153e,68.6212657652171
4e3c9085-1b5b-4227-ae60-33d350b32f0f,0.3721538639226085
a19fd1a7-1c20-498c-a729-1e7529af1fd1,44.00242179813753
38ec21d7-8389-4417-b92b-3faeaf092f24,65.78882210637197
daa28501-8358-4268-a3c1-a70fa3f3a22b,34.01478264419142
2b1ce478-0a71-423c-8c1d-27f0c5326927,13.981961868691828
9a1a1cf8-0ee1-45b5-973a-74e6852cc6e7,58.106352776301705
44493a32-7121-4c58-ac60-62fdde1cfb68,93.2350219423952
286677da-15d1-4553-992a-a3fbf18fb7ae,78.44661598286687
cc9f879a-f4ca-4154-b51f-82fc54fd4a79,9.225713700352966
6de749c3-50e9-453b-9449-663e62539cdf,29.542542989775157
20b9c52a-b27f-441d-a03b-cecdc678ba87,57.65702820106727
04ee181b-46cc-404a-9208-6e34f0739e59,61.45305520531006
cad5b00e-1105-4989-b36d-0bb21da1b261,24.227143154201336
bc8d7b41-0bf4-4e12-8d9b-89b0b4b9ab25,79.10766590615465
e5a579b0-1fba-4c0c-a9c8-a962337a3620,97.44453940128922
ec4644b5-9e0f-43fc-ab5a-aa964a97a3d9,26.302759438849186
cdd6c6b6-4012-464a-be2b-f03a055ad7ef,36.03959266770035
8d58b0bc-5840-4fb8-b256-8446d37bd241,48.15903139887742
09299909-a1ea-4664-a185-b51f4fb6e33d,71.96825366338408
98255843-8742-4977-a800-8e04f7b421ea,86.05792201594352
84d20d08-f3e1-4e43-ad39-38e5910f4de2,79.79623622309964
79c69120-bea8-4f08-8e0f-23ed64524c8a,36.70052839757636
85ab932a-416a-401f-81ce-d9f458a36111,95.73236235958385
9dbe0d44-33c7-4c3e-a5f0-7df8896358b0,81.40054148163938
9e943d83-2c56-4e9b-8b13-6143404d1c42,46.2133504896248
e8b1d377-7fc5-42fd-916b-70435d8935cc,11.81390603235245
ce778960-f805-4571-8141-7bdb19960dd6,44.59965470974589
5dfbf6a4-1783-49a2-a87f-e5bddf283a05,13.456555623137978
a4b59760-7b9b-4da9-a482-ff937d302bb9,45.2162765055469
e5a8f5bf-1a39-4f93-8f63-c1c07a416621,69.00235891176649
df5ddf08-439d-4bbf-a151-4cdacbeba1ea,31.805301069360404
fc539283-7007-4581-951c-693987667c1d,37.887433527937816
d12e2bf4-d115-4885-893a-d642e14deb0e,22.116132259462674
6d41bcf0-7b9e-4029-ba16-b8437b2466c4,69.70214479934332
3b050d10-ec5e-4b16-98fc-984035f7b1de,5.418447248929558
86f9cdbc-86ab-4e34-9b23-5aefe920c4f3,65.37854789552419
1aa61d21-13f9-4dfd-bf73-3a42579f386f,27.071911494269397
c73f0be9-8d93-4397-a320-1c530060717e,68.64197528969949
f916d161-ed40-498c-a954-c85a1018e0ff,2.1452305039045383
ac72aad4-0ea2-447b-b8f2-46873aff8b2f,54.418888840195756
d9d6c087-3a14-461f-ba3d-1e562247e565,70.4296305554935
05081c34-a247-424a-8a51-3825dfede0cf,85.84451792473723
d1b55fd1-1a22-4a03-882e-241ad57be428,29.517636678885562
982ed065-ecd1-4127-a2fb-94ea93f857e0,89.9209593268113
c2c316dc-42f4-415e-81e3-64cc012c1150,46.24613062402896
06999b7d-587f-4f55-942c-ebb6556f7ac4,66.28715564813498
afc6a579-0229-418f-a162-31ad39da4c2e,28.44156794709274
e7ae7b7d-70a0-474d-8c00-ad9624f15368,26.643416504167906
261ac488-b42c-4e25-acbb-b66d7aa66652,97.57383919858835
56e75ef9-0dcb-4496-afa8-6474438851dc,96.83134024812696
b32241a4-f5b6-4736-bf87-423f6a32a323,29.601417922009343
6a563356-0c3f-4e69-834d-123ada8d6720,91.8899449729158
9876b825-b413-4435-9386-c5bdc15b087b,11.747773038776266
baacc80f-ee5a-40ab-b17e-8d010794fc4b,70.65164246397619
19d4f2ac-27b7-436e-a316-7d0ae4b52a5f,13.656317805857753
debf298a-1f04-4876-b297-43feb6945fec,33.08932757046398
1eacecc1-786a-471f-a64c-1987360b1bfa,62.273964143006
7236a45b-6cde-4813-aa0f-ebaadb9a1f23,29.191359762977676
87f6f485-ad88-4c42-8db3-f3da03e7f40f,34.63407515673048
388ac1fa-3598-487e-a2eb-bf8f22ba760e,86.89891460636322
570214dc-c2fa-4f42-b412-8be9fac1c814,58.05573201241706
ac430800-d116-443e-baac-9b8971445ade,9.246982577003415
027e0885-e520-431e-9aec-bfaa913fb8de,11.844622982919129
345d8e79-1924-47ea-a0a9-444f3f992aec,38.32041510774076
b885f04a-a667-4821-8b4f-5456af102a1a,42.14175501800387
78fb5ce0-93f2-4a0b-8493-8be6015eeb78,30.375429401322062
2d8b9c39-309e-4164-9dfd-dcdd0355679d,5.1636439313308635
8fb8405d-995e-493c-8454-60c6ff13a4a7,60.364341609433346
5f55b918-250d-45b4-8ba9-63f9eb0c7d9d,71.96769595789664
24db76ca-3ea5-496a-afea-9d0cbc58618f,34.94524863384365
f7f55290-875d-41e4-9406-a2e7f79e69f6,76.4094363690304
ea626deb-c285-4196-8096-bebfb63ed806,32.33514759848267
ebe7716c-424b-4bbf-bb9d-2b7a08fbd97f,82.3965906922576
4e55940b-81a4-42fc-8f9f-44bf92f1a6cb,28.73469885906864
d7f4af34-3902-4c6e-aff0-ca1388d0dfe6,21.348398120999935
8582e197-8c49-4a19-bcfa-ed8232a503e9,51.61983240317235
e20b2abb-f01c-4f31-b352-4e312c2b35dc,29.98672286192524
920127c2-9cf0-47be-b723-b5e0bff90e6e,65.80785094830493
e27621a8-9d6f-44ce-8a5e-91641e6361ed,40.01572466382824
2871147a-602d-4b89-a9d7-ccbbf266476f,0.6344860958138798
adf699f8-8f6b-4112-b0ef-4e9452ca63c1,94.65616814338685
54ec03f5-fd6b-4c54-bcd5-554601b8dd95,57.58514926519691
74ebbae3-2797-4825-b1d1-e7951bba7e08,43.38746055484015
553b72e5-ea63-4b10-923b-00e035aad77a,27.63631654132357
6d137d52-ad43-43ce-9f4e-6de5f94d6f62,0.6833062716428917
6e06c8b3-3bb4-49c3-abf0-a6fc192624fd,51.01299364188871
42ebaa10-c754-4241-aaa3-3f68722a9ea4,28.201995264272885
44418403-96b1-4f84-93c0-33db284cf682,10.773529783503278
99b2576f-a7ed-41a5-ad36-bf87f92630b3,35.75964848306619
723f0801-5cef-4ca2-9ea7-265581889293,77.16691375050644
33ff7738-49ae-49e9-8cd2-db169d8d5ab9,15.02630728557639
db18c255-6505-4aaf-b99b-1f048d5c61f2,45.52591779394888
33d5e55a-4ac3-4f07-acb9-0da28a29b5ba,26.946783382542606
305a8531-7215-4e41-b516-f12192fe404c,27.220151077411614
796eba16-1f58-41b8-b81a-d511be98e99d,60.99186462896539
c02894b8-a424-48ce-979b-1aa104076a39,8.635122839856491
a5764b6e-6c05-4a14-99e5-e30f5a087f29,77.09753789131784
c407de58-cce5-47d3-8d97-1205aedc892f,13.696827316070326
fe01d725-2ebe-4a43-a2d7-b0f9a3f9f96b,61.844525444068374
c15d6273-707c-4723-87d1-d12a9845b1c5,94.64092385709807
e81b8cb2-e20d-4690-927b-c2f1a6a84a4f,1.489364084739242
8118c37b-5e81-48be-b246-97e47000721c,97.00570197015978
36c6bab0-0184-4dbc-9889-90fd0d2b2e58,44.44482970718433
e21e5812-bd3a-4cc4-916e-95dc1231755d,93.5371342569419
4b79483a-cbd7-4ce6-b285-6fd86ba2294e,71.72692254369981
46eec14e-179b-4219-aab1-c9c72b6c9f0a,98.39374862107357
aefacc7f-207c-457b-aeee-9feee009a7a4,51.94504093988736
024ea8e4-5c21-496c-9f2c-84511f4149dc,5.641145489633248
77fd2e71-9136-42e2-a31a-38bad25524db,35.023162125292004
8f40d887-62bd-4308-a400-18cceae68d3c,25.302585166864688
71ed032e-dfd6-4db9-a64a-c53c55817d30,71.93951777539145
22922f4f-02fa-4562-a943-4e8574f0a2f0,11.966189494221647
bf09587e-9fb6-4d86-a02b-aba1ade61248,14.532865121292627
2704b138-16f8-45c7-aa21-ba4dcc6877f8,44.12799834899157
d0d4e3a8-bc1d-4b1f-b351-4bea443477e0,37.5266500413189
fb6b7766-2162-486e-b8f7-0dabec2e13be,36.40756208924817
b3c91781-0150-4547-8ec1-0eca1c2450a2,1.1477369840726115
d42e819c-a89f-48e2-b976-21806ed59ac3,10.86149262667595
bcae596a-f658-4c6e-b95c-bf04a0744637,9.648209371952932
c83bcb37-1f6e-495f-9f09-73ab44ca8bb8,96.07836534761242
31aa7c92-4770-4996-ae0b-665860ad79fa,96.37354667916539
047abae1-829f-4909-a49f-6609f1ab3453,48.59658321485231
d9a3eaab-0367-478f-b534-2d93f439c795,6.6378971261459085
8a8e5b1c-a595-4101-80d9-87114570dcf1,72.7789893479879
288aaf26-d661-4825-bc50-c41a83b3187c,76.41432009610975
701047a7-23a0-49ef-a1cf-d136bee679ec,70.59023089374283
b875715c-e8fe-4ca9-a4fc-acff98bd8742,43.30533218916829
55622760-dcdf-4ed9-bdaf-51f37b8f4778,67.89904445207331
b071fdd7-04a2-4c51-9ae3-46c2446e073e,2.6276404366493256
cbfd4400-69ad-4d6b-8d83-7efa84e1c692,85.22764339063208
ef3ac31d-440a-46b5-97b5-8903f9cf2d8c,15.865739262302414
d8d25c6c-4c0a-4d19-9345-d0eeb12e4f4f,95.4716079807484
aedb9273-d5e0-4951-b64c-707ae02c8669,36.70321707589059
5f2b542a-3abc-4570-99bf-387939cd92dd,79.69385868103838
707fafc5-9787-47b3-a183-118c741e6bae,14.183240827632682
a02bd4d5-5674-434c-99bb-62dc383ee4ec,19.739601338215785
c800bc6e-92c3-41df-bad3-e65f8cbcdc79,87.19592849822038
17b17be7-163a-43d5-84fd-6a1296d07fac,7.203603408784664
6dec8a32-a0bc-40ce-ac44-468ff01ca558,42.24579676355965
3c289162-a6c6-4255-a614-1b97ab93a631,19.37689295613567
9788de9e-f401-4353-b484-0dde28b97891,43.41058986161066
816c56f8-6387-46ba-8d76-8a551cd52a4e,98.61513621915971
70b6f950-900f-4244-a42e-c470e7af4c22,47.68961796869727
c7b76b15-f56a-4c14-a507-e33e3c0862a4,37.121326159195874
2b78eb68-2db6-42d0-abd2-bf80952be995,81.72438121294742
c4ef2142-a9e9-4bef-923f-ca87cb546fb8,38.8109489828361
ebabe1f0-62f4-402b-bd41-c9a1b8241ee3,91.66437851122399
52cb3d0c-8a70-4696-9a24-d34f73b77043,82.92836399741427
faefa6fa-ebc3-4947-abfe-af33fc1197a5,13.730200752020815
176aff6d-ede5-45cf-99d0-6b702c3aee9c,27.741711988554062
0ae1dcae-d1b8-46ef-b768-a81665a87be2,27.43870733453614
2107d92f-f6e0-4604-b755-53539b1d6716,14.050745806525477
bfa6f81a-2613-44cd-8b33-9861e35f360a,96.102251851037
c1dba5c7-7f76-4065-9ecd-f06b14ac8577,1.4089200097909704
eb22de14-b653-435d-80ac-1081875ce41a,17.37970908796793
b68ad798-b5ff-4adf-b939-57f4f6354d02,57.351889409712484
dac5f6b0-e07a-44a0-a444-7f43d71f9beb,31.391594832924362
0fc3aa1c-8b07-4274-b683-18a51cf6c73f,81.08836151528746
9233292b-d8e7-4a56-b110-36108d2df645,20.44645532844721
1ffcac17-4fd1-4596-8425-ffa71e36c9c6,6.386476451649958
80399a9a-9767-4614-8a34-a6a09955ded9,91.66950275180025
dd3daa53-e3b2-4081-9c41-ca03b296591f,82.40912578294272
09eb3496-7fc5-4332-9679-20d249f87d2c,36.92343309216983
7d276ac8-a1e9-418d-a2ce-79f2785c69dd,93.58050543605518
812290cc-589e-4d85-aea0-d5e32440947d,64.02976672387057
0668b436-bb32-4143-a665-8012c6301733,29.415771948030166
cc771bf8-f81b-4f91-b43c-e596c6653549,64.51327954776187
a8ea4134-262c-4266-a510-951d29db07e7,92.12464263735436
348f8bec-a15f-4744-95ca-9fb3c2c1f6d1,22.655971936061704
5178c9f0-6c8c-469b-b047-1ec4a29cd376,22.470771038777105
d1dd5a0d-1f7f-452e-b590-69f4ee258861,91.09196176325301
b48aeebe-5682-4b07-843d-981e343802af,25.658756334215138
739ffd7b-06b2-46b8-b8cc-7456adbe1093,51.29788087034719
c1730fc6-3dd0-4845-af0b-ea3ab178e8a9,9.586211222014784
2bebfe97-6a49-424b-8dba-239e15306749,18.40107543401761
783c4a5d-0356-45a2-8583-ccceb6c969cb,48.53355790049426
38adef1f-32d4-4e91-9e0b-fe288b845ac5,37.06568404521845
b31ec0e3-6e10-44a9-a284-8adfa9b249ac,72.59712923254817
c75768b5-f133-4dde-9c33-9027803daaf8,82.08835532548476
1abd7d26-bf9b-45dc-bf87-044a00fb7ed1,95.99326026157644
8ecfed01-28c8-40c0-9841-15a032ddc912,24.008276522018335
21cd4e81-f290-4a36-adb6-cdb42cd214d8,59.329252355578035
801f1928-bbd9-41f9-b2e6-f727eb1fad3b,63.42722806253669
19475b02-bd4c-4387-b25b-a4954226415b,81.20840853819664
287beb03-02b1-46e0-a2af-5da26efd369a,25.765476942505593
64a62af6-f875-421e-97c2-2a45274a20da,92.31009830454168
e77c5642-1ae0-4e7d-938e-918d8c083fab,92.30532636360678
939ef864-9aa1-48af-8a25-e38f1feaceb5,63.61275582971197
c09ae090-57a6-4e27-8661-888a738d60bd,75.53088244093664
0c972df0-01cb-4071-8480-d212af5fa963,23.226472449836855
c8240c58-41e8-45e5-9b93-7e66824e5d40,11.195647925093821
db891008-4526-4a66-9c73-81378c8cade1,98.45870982928889
6fcd7c5f-b0fb-4eb8-8318-1ced8925692f,28.836835287381824
42798cd0-05e0-476a-9f60-fb33594790e8,67.57409121037503
d321aff2-c56b-4737-b4d6-702e95e35eed,64.8984974582686
417825c8-b52c-4168-9b35-43bd8b3280b4,2.8063373102017564
6c4d66d5-9361-4ef5-a048-69779af86697,91.40205164507104
c254a24a-0045-4faa-b173-6d98bf818838,12.882692849247624
64c113cf-e341-4c48-acbe-78f1d7cda4a4,58.115999873296985
fc20f6e1-b06f-4803-bddf-56ba0af61294,48.082655564301454
a17d58d4-14d8-465d-bf9f-fb96172c7f3a,27.754041472016013
5a098fb6-0dff-4bb4-a8e0-90b7ac97f1a1,89.53419659695672
971ceba6-b198-48fe-a1be-aeccdf791927,17.35812691106826
65913ff3-c8fd-4456-b52c-0a435e1ed690,82.4555834379531
a1aabac2-70a8-4284-b7e7-1258ee839cd3,42.97716598221758
5e9edef4-08ba-448b-8a51-0f15024b4c42,99.31694828322159
9de35711-bd2d-45db-84f8-052fd8dc02bb,51.72173805680108
8bd02b59-8ac1-463b-9598-df7cdbb03552,15.859864204691343
3015579d-63d7-478f-838a-446a1f81e2c7,97.95044017729403
73091f51-ee25-41f2-ba1b-a3aa26550f5c,52.93598989155801
4d403b7a-c74d-4fc9-955c-3d8f23c61015,7.496745853546138
0a212f52-0017-4b4e-a249-85045c093fef,62.224157114542756
a8a9b0e6-9e3b-4af7-98bf-a6bbaa0fc585,48.89918575014911
e7deec4b-9be3-4140-8a91-931bae83bb61,59.6386301177611
ec0ef2c5-a896-4c7c-969e-9824aacb4e1e,88.80932906272857
dc8f5f6d-34a6-4bff-9c82-0f5120120ef7,49.227647348449906
6ff57e39-8845-4601-9fd9-0dfdb3576b05,84.73661886640684
4a254b57-1280-444f-a366-4c3b7a9e8342,14.774071047068771
45983f61-89a3-4391-b71b-7ac41a9e4950,94.69357215840294
af13886c-741a-4c90-b119-e2d509a76fa7,99.97541652092484
ab8622f7-1051-4725-9690-5f35ec60b9cc,16.389226445592385
1494a3db-43d1-4921-bee4-3298568f3cc1,38.6539517894072
60438874-48f3-4510-bc65-b26502f0428e,76.9034627068186
f95ab357-ebd0-4a10-86e2-d2f2ae463abf,83.85204772962676
06a65433-f2d1-4499-ac34-9d6c26edf150,8.243515836487592
6453941c-1419-4641-b533-0c4fc5056348,26.039676752021467
c2f34c5e-d109-47b4-addb-1389829e8aaf,37.40168006723261
53a8fe8a-ddf6-4e9b-9692-223f3b4d54d4,93.66331078966354
fd044674-520a-4b26-b44f-5a2a11827592,77.31972716487962
1f86c0ba-a457-4dbb-af39-b576f988fab2,28.66539064474094
37f19e21-4b0a-4203-804a-4d0b5d95447e,83.07576963585451
6ca80fcb-67e8-42a1-9c58-d42192bd176b,33.92899291483245
5551d474-2188-4c11-9eb2-536dfd9b6f48,98.2961160023329
28cbc757-3ac1-46bf-ab82-8a5cd8ead5df,39.26457335368858
7cd1ddb8-33fa-44a5-9b15-a7e08a5f73cc,85.17785665735494
3cf3cc96-44a3-4ca5-8776-8e159cab5135,92.05126763703227
c705d74d-f142-487a-b344-782fcc44d321,92.85646328334572
132d2459-34e2-4f83-82c1-f41cccc2de9e,80.9167190897796
d0230c9a-7ab7-49bf-9c8d-5b2fb4fe2d10,57.33683749686925
cd104bd6-4ff9-423e-94ee-699f9c63ed2b,68.71154789699953
08698a7e-3e4c-40c5-aaab-0f1577d0d3bf,2.7085814706988898
56bbc539-8c72-4568-9b74-5f4dd94c0747,73.37655892626589
27a0b026-0bcd-4737-bb06-46df557803b0,35.21326072591911
06e8926a-3032-4c17-ab94-a321d1c442ed,66.3890591733324
a1863826-7c4a-4256-883b-d1a705fe82a9,24.758539436206096
9f66579d-bb21-4244-9fca-566419f3e5cf,17.569146226721678
9361c97a-1e2d-49ce-9187-2422b52bf112,35.44815932252937
cebcf395-6fcf-458d-b60c-b753646073e1,59.71412160359034
055fc696-6fb7-411b-8970-979d3da4fe55,55.34987503879589
08eb294e-b303-4924-bc6a-c1c10afe7f13,22.325904721432053
c8669496-1841-4743-a9f4-eda3419e21ea,77.85243578638979
13b068b8-de6a-4513-90ad-15135a5819bd,63.76675150953292
1ebeb5eb-e2e6-44e1-b638-ecc0f30e3017,96.0855850015187
f5ca8e9b-0474-4ed0-9624-5d307e52fdcd,94.43892484982179
15c1519e-17d2-4499-a5d0-bf70378b9200,89.7700815586808
9b59f82b-7383-425d-ad50-63d68a0d4a4d,36.62727819569077
bba75eb5-b450-4563-b079-ac52bc4502e0,90.9670350531991
97373444-a141-41a5-81b8-19026dec5eb5,63.17553837174968
16f939fe-cce0-44cf-8ac1-df4d706300e0,23.654438484899508
d8cb08ce-eedb-49d9-99b8-460c7449a30b,54.784990008238566
7f80ae63-921e-47f0-9529-1d9e83d65f0c,53.06579272417249
c237bd13-0d4c-4cb9-96c2-828e4f6bf2c1,53.65108384942445
e36d7195-6b58-486c-b644-30887aef660c,51.19289693526349
f550fbba-900f-4051-8bcf-49f7f1615618,30.955251971796184
ec633f64-d054-4afb-b8a3-f58151cbf2a5,81.57949950658788
0152d832-61bc-494f-ac8f-83396dc0f65d,19.182500411435456
7c0aab45-7d09-41b0-ba8b-d2ddba4d6819,30.086434541927066
ff75765a-e301-468b-95a7-084bfb3001e8,72.35292283986146
49b453e8-6eb8-4d09-9dc4-df8a94f042b6,98.46196619823844
021bd0b6-f159-44e9-9e5d-2a1132c8c81c,98.71891650187982
4529b7db-363c-4364-b8d6-fe223ca549b2,93.98984004692073
5d6c48de-a974-4d60-8e05-c368b773a5eb,0.5689861083642334
ee9274d0-ea4b-407f-8938-0b54bf25517b,63.48988829143143
134f73d3-465a-41da-a2ff-3f7718c12d02,32.38263133499593
128ab2ad-3022-419d-ab48-c97548cd1e14,14.16675422855901
412b9efe-8e56-4982-9d9b-ee4699967848,81.7729770352685
d7727a42-073a-4070-8dd7-c5e423b95130,84.25844225916485
ad1d0dad-fac3-41d1-8c72-b824052a2f0e,20.162792020701282
e3bb50fc-0524-45ab-87e8-6702355974c8,5.529348042134885
d3c8e001-0db4-46c7-b52a-7b3e54e064ff,20.22661049079505
ba9df287-0bac-4a08-a0dd-1fe7ee1672c7,85.21006283122342
f64763eb-34b8-4b02-a837-dce01113764b,41.58802483704353
4ae7f380-a2cc-4d70-8a38-30d4f51fa445,87.0631159549856
e8caed88-a047-4fbe-bae4-704010539845,13.087838215780224
141348d1-56fe-459f-beb2-e26cd09b67a6,22.731150257446785
a044aecc-05c0-4134-90eb-e33b9920bcaa,88.09895843774606
185c588a-6744-4aef-aebf-5e4431ede536,22.54277644314594
1ece9fdd-2385-42a1-92da-05d8d786e892,33.309265895499706
a5f27f84-8894-4de9-a5e7-83364f10b5d1,64.69135731760912
4c0d88ca-f510-4e1a-aba5-d515047a5c4e,33.478992188796795
acbdb5da-4f53-4d54-b4c9-0dbfb6689f66,60.413658224559974
98dc7898-b27f-4217-b581-ef7bed90c881,15.46841588933663
7384e4bd-9c07-49b3-905c-5bd6220fb1e0,80.62440319496564
95893f8e-83ab-49ac-92b5-30daaeb6bbd6,65.52924896710651
e75d5892-fe41-45df-a03e-0d27d4d9b02c,73.93206109853264
5c66adeb-c337-4eed-a5c8-8f850b0eddf8,47.48757861177326
4caa0eaa-3b16-49ad-b33e-72479d1d30c9,21.053551792277414
23ee7112-2d4f-4f80-bb86-cfe991cc321d,12.752449996405247
7f15615f-61c5-4f10-aaeb-9d26228fdb0a,32.77705339443053
a5e3fe4c-233d-4ac9-82c0-b1659fb34700,56.83243113504221
5ef5ad58-13bb-4153-98de-a9dd2e327b08,45.86045250668451
311a998a-ed9f-44a6-95e0-9589f405c545,37.44991463015515
e819cc03-9c1a-43b3-b653-8a6148aed76d,69.79009033705334
d3650a9f-9961-4fab-8c7c-f56c26d0cd7d,48.33908008347664
55cf8262-296b-4e87-9f40-c33d72dfe5e2,80.77309318195263
efef1935-4b27-4788-b889-1070840454f1,71.09482952077121
e9c737c5-2c0f-454d-852e-15f5f8e0e752,50.34611276084306
a34b78e9-a7c0-4fee-a952-4241118275d8,23.743174893700104
3126507a-f233-459f-840a-72e86e287061,64.74815904464836
7a80610c-830e-4eb4-a696-5386c2062629,32.78813626003853
1fa52493-a025-444e-b350-827fad26b238,10.480129129759641
bbd12ff1-6856-485f-ae9f-dd13edcb33dd,62.205012512621124
ad6266f6-4142-499d-862a-6aee8f653e85,70.87943886687717
b968fc67-f2e9-4782-8bca-13fae59aacf3,95.04249671407061
c64601b5-6648-4f84-9fe3-a8bd3b3ed23e,95.28478822776486
02188c3b-95b6-4a8b-af63-25f1d803cedd,72.01132195118558
6ddeda0a-e908-47f8-afc1-190506cf632f,35.110040819585606
f5dbcbbd-afc9-4e42-bb91-51cf17c27404,88.20180686104881
243e05e0-b694-45e9-bc68-5b171cf1d6d6,2.654906232840648
b09e1a56-1a6e-48a3-b754-dbfff5f2afbf,76.52255316262817
83e1fd87-63b7-4941-9164-ecfdb9fe784e,32.643227335580484
9323e976-2e76-4a42-a88e-98c209fcfb4b,16.885902617572256
0fa3b4d1-ad27-44bf-a553-aa62d1d5ff16,27.21388874339289
e2120aa2-f455-40d9-bc92-ca85fb97aff5,23.018213570723635
64c3b6d8-91bf-4b05-902a-7fe9eee99ba9,11.543558529766173
9c7eec27-b82d-4cf1-9677-ffbe261f1238,43.486861987614624
b01e947d-df8f-4020-a0e3-bf9d4831e581,88.77962881858848
ca1a8da6-aa7e-41ea-bb57-e76c9e68e935,49.358198182017496
584dfbde-4fc8-4fcb-a05a-352a458690c6,86.16944171386439
afc34d46-87ce-467a-a510-123552f7160e,91.38161438152298
c13c8113-aba9-47d4-ab11-0dd0773d6977,34.61679033582361
014d215d-661b-4ca3-920f-d5462453862e,60.727337079691054
6023a03c-05f1-4538-93c1-ebe0f7170ce0,32.6956486619717
07906ea7-07a8-4426-b5d7-3188a5565d09,17.30665760472415
bb8b727b-223e-4338-ba27-6afdd3a2b48a,9.43158718963687
5ae66ff5-444b-4fce-85a0-8e929f61dc4d,49.46679730835983
dfaac943-0f3e-4179-b26c-f17becbf1d5c,8.059227400235836
99bf6807-fb41-46f5-9966-0ca58632af49,81.00466327028882
728208c8-53e5-47bb-b2ea-7c9dda1679c8,71.78218468700912
b64cc354-916f-4f71-b8a6-0acb7336d367,47.102195223977574
5341d9d7-8e0d-411e-97e1-8abcf196173e,43.22008640585291
23d18f2b-e9f3-470b-95e7-edd04418ecbb,67.56387123012534
